year,sex,race,hispanic_origin,age,marital_status,household_income,population,region,residence_location,victim_offender_relationship,weapon_category,crime_type,injury,incident_location
2009,female,black,non-hispanic,50 to 64,divorced,7500 - 14999,250000 - 499999,south,urban,well-known acquaintances,other,aggravated assault,yes,at or near victim's home
2009,female,white,non-hispanic,21 to 24,never married,unknown,under 100000,northeast,urban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2009,male,white,non-hispanic,50 to 64,married,75000 or more,not a place,south,suburban,stranger,no weapon,simple assault,no,at or near victim's home
2009,male,black,non-hispanic,35 to 49,married,75000 or more,250000 - 499999,midwest,urban,stranger,no weapon,aggravated assault,yes,commercial place parking lot or public area
2009,male,white,non-hispanic,12 to 14,never married,50000 - 74999,under 100000,south,suburban,well-known acquaintances,no weapon,aggravated assault,yes,at or near victim's home
2009,male,white,non-hispanic,25 to 34,never married,unknown,under 100000,south,suburban,other relatives,no weapon,simple assault,no,at or near victim's home
2009,female,white,non-hispanic,15 to 17,never married,unknown,under 100000,south,suburban,other relatives,no weapon,simple assault,no,at or near victim's home
2009,female,white,non-hispanic,12 to 14,never married,50000 - 74999,not a place,south,suburban,well-known acquaintances,no weapon,simple assault,no,school
2009,male,white,hispanic,25 to 34,never married,75000 or more,500000 - 999999,south,urban,stranger,no weapon,simple assault,no,at or near victim's home
2009,male,white,hispanic,25 to 34,never married,75000 or more,500000 - 999999,south,urban,stranger,no weapon,simple assault,no,at or near victim's home
2009,female,other,hispanic,21 to 24,never married,unknown,under 100000,midwest,suburban,intimates,no weapon,simple assault,no,commercial place parking lot or public area
2009,male,white,hispanic,35 to 49,divorced,unknown,under 100000,midwest,suburban,stranger,no weapon,simple assault,yes,at or near victim's home
2009,female,white,hispanic,25 to 34,never married,15000 - 24999,under 100000,midwest,rural,intimates,no weapon,simple assault,no,at or near victim's home
2009,male,white,non-hispanic,15 to 17,never married,75000 or more,not a place,midwest,suburban,unknown number of offenders,no weapon,personal theft,no,commercial place parking lot or public area
2009,male,white,non-hispanic,12 to 14,never married,75000 or more,under 100000,midwest,suburban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2009,male,black,non-hispanic,25 to 34,married,unknown,not a place,south,suburban,stranger,firearm,robbery,no,commercial place parking lot or public area
2009,male,white,non-hispanic,25 to 34,never married,35000 - 49999,under 100000,midwest,rural,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2009,male,white,non-hispanic,15 to 17,never married,15000 - 24999,not a place,south,suburban,stranger,no weapon,simple assault,no,school
2009,female,white,non-hispanic,35 to 49,married,unknown,under 100000,midwest,suburban,intimates,no weapon,simple assault,no,other location
2009,female,white,non-hispanic,15 to 17,never married,75000 or more,not a place,northeast,suburban,well-known acquaintances,no weapon,simple assault,no,school
2009,male,black,non-hispanic,35 to 49,divorced,15000 - 24999,500000 - 999999,midwest,urban,unknown number of offenders,firearm,robbery,no,commercial place parking lot or public area
2009,male,white,non-hispanic,25 to 34,divorced,15000 - 24999,not a place,midwest,suburban,stranger,no weapon,simple assault,no,at or near victim's home
2009,male,white,non-hispanic,35 to 49,divorced,75000 or more,under 100000,northeast,suburban,stranger,do not know,simple assault,no,commercial place parking lot or public area
2009,male,white,non-hispanic,35 to 49,never married,unknown,100000 - 249999,midwest,urban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2009,male,white,non-hispanic,35 to 49,never married,unknown,100000 - 249999,midwest,urban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2009,male,white,non-hispanic,35 to 49,never married,unknown,100000 - 249999,midwest,urban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2009,female,white,non-hispanic,18 to 20,never married,50000 - 74999,under 100000,south,suburban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2009,male,white,non-hispanic,65 and older,married,unknown,under 100000,west,suburban,other relatives,firearm,robbery,no,at or near victim's home
2009,male,white,non-hispanic,12 to 14,never married,unknown,under 100000,midwest,suburban,stranger,no weapon,aggravated assault,yes,school
2009,male,white,non-hispanic,12 to 14,never married,unknown,under 100000,midwest,suburban,stranger,no weapon,simple assault,no,school
2009,male,white,non-hispanic,15 to 17,never married,50000 - 74999,not a place,south,suburban,well-known acquaintances,no weapon,simple assault,no,school
2009,male,white,non-hispanic,35 to 49,married,25000 - 34999,1000000 or more,midwest,urban,other relatives,other,robbery,yes,at or near victim's home
2009,male,white,non-hispanic,15 to 17,never married,unknown,not a place,south,suburban,stranger,no weapon,robbery,yes,school
2009,male,white,non-hispanic,15 to 17,never married,unknown,not a place,south,suburban,well-known acquaintances,no weapon,simple assault,no,school
2009,male,white,non-hispanic,21 to 24,never married,25000 - 34999,under 100000,midwest,urban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2009,female,black,non-hispanic,18 to 20,never married,15000 - 24999,100000 - 249999,midwest,urban,well-known acquaintances,no weapon,simple assault,no,other location
2009,male,black,non-hispanic,50 to 64,married,25000 - 34999,under 100000,south,rural,intimates,no weapon,simple assault,no,at or near victim's home
2009,male,black,non-hispanic,50 to 64,married,25000 - 34999,under 100000,south,rural,intimates,no weapon,simple assault,no,at or near victim's home
2009,male,white,non-hispanic,21 to 24,never married,less than 7500,not a place,south,rural,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2009,male,white,hispanic,12 to 14,never married,15000 - 24999,under 100000,midwest,suburban,unknown relationship,no weapon,simple assault,no,school
2009,female,other,non-hispanic,12 to 14,never married,50000 - 74999,under 100000,midwest,suburban,well-known acquaintances,no weapon,simple assault,no,school
2009,male,white,non-hispanic,21 to 24,divorced,7500 - 14999,not a place,south,rural,other relatives,no weapon,simple assault,no,at or near victim's home
2009,male,white,non-hispanic,35 to 49,divorced,75000 or more,100000 - 249999,south,urban,intimates,other,aggravated assault,yes,other location
2009,male,black,non-hispanic,35 to 49,never married,25000 - 34999,500000 - 999999,south,urban,well-known acquaintances,firearm,aggravated assault,no,at or near friend neighbor or relative home
2009,male,white,hispanic,25 to 34,married,50000 - 74999,not a place,south,suburban,unknown relationship,firearm,robbery,no,commercial place parking lot or public area
2009,female,other,non-hispanic,35 to 49,married,unknown,under 100000,west,suburban,intimates,no weapon,simple assault,no,at or near victim's home
2009,female,white,non-hispanic,50 to 64,divorced,unknown,not a place,midwest,suburban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2009,female,white,non-hispanic,50 to 64,married,75000 or more,under 100000,south,suburban,unknown relationship,no weapon,personal theft,no,commercial place parking lot or public area
2009,male,white,non-hispanic,21 to 24,never married,less than 7500,under 100000,midwest,urban,stranger,no weapon,simple assault,no,at or near friend neighbor or relative home
2009,male,white,non-hispanic,15 to 17,never married,50000 - 74999,under 100000,south,suburban,stranger,no weapon,simple assault,no,school
2009,female,white,non-hispanic,15 to 17,never married,unknown,under 100000,west,suburban,unknown relationship,no weapon,simple assault,yes,commercial place parking lot or public area
2009,female,white,non-hispanic,25 to 34,divorced,unknown,under 100000,south,suburban,intimates,no weapon,robbery,yes,at or near victim's home
2009,female,white,non-hispanic,25 to 34,divorced,unknown,under 100000,south,suburban,well-known acquaintances,other,robbery,yes,at or near victim's home
2009,female,white,hispanic,12 to 14,never married,35000 - 49999,100000 - 249999,midwest,urban,well-known acquaintances,no weapon,simple assault,no,school
2009,female,black,non-hispanic,15 to 17,never married,less than 7500,under 100000,south,rural,well-known acquaintances,no weapon,simple assault,yes,at or near victim's home
2009,male,white,non-hispanic,21 to 24,never married,unknown,not a place,south,suburban,stranger,no weapon,simple assault,yes,commercial place parking lot or public area
2009,female,white,non-hispanic,50 to 64,married,75000 or more,not a place,south,suburban,stranger,no weapon,personal theft,no,commercial place parking lot or public area
2009,male,black,non-hispanic,35 to 49,married,less than 7500,under 100000,south,rural,stranger,do not know,personal theft,no,commercial place parking lot or public area
2009,female,white,non-hispanic,25 to 34,divorced,15000 - 24999,under 100000,midwest,urban,stranger,no weapon,robbery,yes,at or near victim's home
2009,female,black,non-hispanic,35 to 49,divorced,50000 - 74999,not a place,south,suburban,intimates,no weapon,simple assault,no,at or near victim's home
2009,male,white,non-hispanic,35 to 49,married,75000 or more,not a place,northeast,suburban,unknown number of offenders,no weapon,simple assault,no,other location
2009,male,white,non-hispanic,35 to 49,married,75000 or more,not a place,northeast,suburban,unknown number of offenders,no weapon,simple assault,no,other location
2009,male,white,non-hispanic,35 to 49,married,75000 or more,not a place,northeast,suburban,unknown number of offenders,no weapon,simple assault,no,other location
2011,male,white,non-hispanic,18 to 20,never married,unknown,not a place,west,suburban,stranger,no weapon,simple assault,no,other location
2009,male,white,non-hispanic,35 to 49,married,75000 or more,not a place,northeast,suburban,unknown number of offenders,no weapon,simple assault,no,other location
2009,female,white,non-hispanic,50 to 64,divorced,15000 - 24999,under 100000,south,urban,intimates,no weapon,simple assault,yes,at or near victim's home
2009,female,white,non-hispanic,25 to 34,divorced,unknown,under 100000,west,rural,intimates,no weapon,rape/sexual assault,yes,at or near victim's home
2009,female,white,non-hispanic,18 to 20,never married,25000 - 34999,not a place,northeast,suburban,well-known acquaintances,do not know,simple assault,yes,at or near friend neighbor or relative home
2009,female,other,non-hispanic,21 to 24,never married,15000 - 24999,under 100000,west,urban,stranger,no weapon,robbery,yes,commercial place parking lot or public area
2009,male,white,non-hispanic,15 to 17,never married,7500 - 14999,not a place,northeast,suburban,stranger,no weapon,simple assault,yes,other location
2009,female,white,non-hispanic,21 to 24,never married,50000 - 74999,not a place,midwest,suburban,well-known acquaintances,no weapon,rape/sexual assault,no,other location
